ID,input,output,subset
ID_TR_Eng_Uga_5D15C129,Which approaches can help control HIV and STDs?,"HIV and sexually transmitted infections (STIs) can be controlled and managed through a combination of prevention and treatment strategies. This requires a comprehensive approach that combines prevention strategies, regular testing, early diagnosis, and adherence to treatment. It's important to work closely with healthcare providers and sexual health specialists for personalized guidance and care. ",Eng_Uga
ID_TR_Eng_Uga_594ED61A,"Therapy of Gonorrhea?, please answer this using simple medical terms.",Gonorrhoa is caused by a bacteria called Neisseria Gonorrhea. Bacterial infections are treated by use of antibiotics. Your primary physician would recommend the most appropriate anitbiotic for you after a thorough examination and assessment.,Eng_Uga
ID_TR_Eng_Uga_C5BA136F,"How did Gonorrhea start?How did Gonorrhea start?, please answer in detail.","Gonorrhea can be traced back to the earliest records of the human race. The Romans, Jews and Arabs all have documents referring to gonorrhea and each society had their own description of symptoms and treatment. The origins of Gonorrhea can be traced back to the Old Testament in the books of Leviticus and Genesis where it is described as a contagious, continuous emission of semen and painful erection. The disease has been referred to by various names in different societies. The Roman physician Galen in 130 AD described the disease as an ""involuntary escape of semen"".   Hippocrates (460–375 BC) called in ""Strangury."" The disease was also referred to as “The Clap,” referring either to the “clapping” sensation experienced by the infected person during urination or, as others believe, as a derivative of the French brothels, known as “Les Clapiers,” where the disease was quite rampant. In those days, men were considered victims and women as the source of the disease. The organism that causes the disease was first discovered in 1879 in Albert Neisser, hence the organisma being called Neisseria Gonorrhoea. The word Gonorrhea itself derives from the Greek, meaning ""the flow of seed"" (gono: seed, rhea: flow).  ",Eng_Uga
ID_TR_Eng_Uga_A44EB3E1,"How is the screening of Human Immunodeficiency Virus done?, please answer this using simple medical terms.","The best way to know that you have HIV, is to get an HIV test from a qualifed health care provider. ",Eng_Uga
ID_TR_Eng_Uga_85E620FE,"What are the regular symptoms of HBV?, please answer in detail.","People with hepatitis B infections present varying symptoms. In acute phase (new onset of the infection), they show non specific symptoms such as Feeling tired, Fever, Joint pain, Loss of appetite, Nausea, stomach pain, throwing up, Yellow skin or eyes (jaundice), and Dark urine or clay-coloured stools among others.When the disease is in a severe form they also get full blown liver failure marked by confusion, and reduced level of consciousness, vomiting, bleeding disorders in addition to the other nonspecific symptoms.Patients with chronic hepatitis B may also have no any symptoms and signs. They stay with positive status for hepatitis B but while asymptomatic. Where as patients who suffer the advanced hepatitis B complications such liver cirrhosis and Hepatocellular carcinoma, they have symptoms and signs of liver disease such as loss of weight, loss of appetite, body swelling, yellowing of eyes among others.",Eng_Uga
ID_TR_Eng_Uga_731DC76F,"How is the testing for Neisseria Gonorrhoeae Infection done?, please answer in detail.","1.        Culture performed on an intraurethral swab specimen is preferred in settings where collecting such specimens is acceptable and transport and storage conditions are suitable for culture. Collection of exudate for N. gonorrhoeae culture at the urethral meatus without insertion of the swab into the urethra is sufficient when exudate is present. Culture performed on an intraurethral swab specimen is preferred because it facilitates additional testing, which is critical for monitoring for antimicrobial resistance. When culture sensitivity might be compromised because of problems in maintaining appropriate transport and storage conditions, a NAAT or nucleic acid hybridization test can be performed on an intraurethral swab specimen.2.        A NAAT or nucleic acid hybridization test performed on an intraurethral swab specimen or a NAAT performed on urine are acceptable tests for screening. Intraurethral swab specimens are often unacceptable to males who do not have symptoms of urethritis (89--91). In such cases, NAATs performed on urine to detect N. gonorrhoeae have adequate sensitivity for use in screening. Only a limited number of published studies have addressed whether NAATs perform better with urethral swab specimens than with urine in males with asymptomatic infection. One study of asymptomatic males reported that a NAAT was substantially less sensitive with urine than with urethral swabs; furthermore, NAATs were less sensitive with either specimen among males with asymptomatic infection than with symptomatic infection (54,56).",Eng_Uga
ID_TR_Eng_Uga_D45A1DE3,"Where did Herpes Simplex Virus start?, please answer in detail.","Genital Herpes or Herpes Simplex Virus (HSV), also known as Herpes originated and evolved in Africa and could be the result of a cross-species transmission event from gibbons, orangutans, or gorillas. Even today, viruses related to Herpes are found in all non-human primate species. Herpes has been known for at least 2,000 years. The term Herpes is said to have been derived 2000 years ago from the Greek word meaning ""to creep or crawl"" in reference to the spreading nature of the lesions. Emperor Tiberius is said to have banned kissing in Rome for a time due to so many people having cold sores caused by Herpes being transmitted through kissing.",Eng_Uga
ID_TR_Eng_Uga_A18AF249,Is viral load something that matters when talking about HIV transmission?,"Yes, the viral load of a person living with HIV plays a crucial role in their ability to transmit the virus to others. The viral load refers to the amount of HIV present in the blood. It is typically measured as the number of copies of HIV RNA per milliliter of blood. The viral load rate is an important determinant of HIV transmission risk.",Eng_Uga
ID_TR_Eng_Uga_AFE1D845,"How would you define HBV?, please answer in detail.","Hepatitis B is a vaccine-preventable liver infection caused by Hepatitis B virus (HBV). HBV is transmitted when blood, semen, or another body fluid from a person infected with the virus enters the body of someone who is uninfected.Hepatitis B can range from a mild, short-term, acute illness lasting a few weeks to a serious, long-term, chronic infection.",Eng_Uga
ID_TR_Eng_Uga_D4EC494F,"My baby has eye discharge, could this be a sign of syphilis?","Some babies born with syphilis (congenital syphilis) may not have symptoms at birth. However, most babies develop symptoms as time goes on. By the age of 2 years, they develop symptoms and signs of congenital syphilis, like yellowing of the skin and eyes, swelling of the joints, skin rash, low blood count, runny nose, and problems with feeding. As the babies grow, if the disease is not treated, the baby may have delayed achievement of development or growth, poor memory, and learning difficulties. In many cases, they may get seizures and die.",Eng_Uga
ID_TR_Eng_Uga_2BA439E6,"People say HIV can be silent at first; when symptoms show up, how long do they tend to last?","The signs and symptoms of an HIV infection can vary from person to person, and the timeline for when they appear can also differ. Here are some key points to consider: Acute HIV Infection: In the earliest stage of HIV infection, known as acute HIV infection or acute retroviral syndrome, some individuals may experience flu-like symptoms. These symptoms can occur within 2 to 4 weeks after exposure to the virus but can vary. Common symptoms during this stage may include fever, fatigue, sore throat, swollen lymph nodes, rash, muscle aches, and headache. However, not everyone with HIV will experience these symptoms, and they can be easily mistaken for other illnesses. Asymptomatic Stage: After the acute stage, many people with HIV enter a period called the clinical latency stage. During this phase, which can last for years, most individuals do not experience noticeable symptoms related to HIV. This is why HIV is sometimes referred to as a ""silent"" infection during this time. Advanced HIV (AIDS): Without treatment, HIV infection can progress to AIDS (Acquired Immunodeficiency Syndrome). AIDS is characterized by a severely weakened immune system and the development of opportunistic infections or certain cancers. The timeline for progressing to AIDS can vary greatly from person to person and depends on multiple factors, including access to medical care and the use of antiretroviral therapy (ART).",Eng_Uga
ID_TR_Eng_Uga_09673567,"Can I get HSV?, please answer in detail.","Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes is a highly contagious disease. It is transmitted from an infected person to the other through direct contact. Herpes simplex-1 (HSV-1) is predominantly oral, therefore it can be transmitted by kissing an infected person, getting in contact with saliva of an infected person and  surfaces which are contaminated with the virus. Herpes simplex-2 (HSV-2) is predominantly ano-genital. Transmission of HSV-2 is by contact through unprotected sexual intercourse. All types of sex including oral sex, anal sex, and vaginal sex can result in the spread of HSV-2. Getting in direct contact with vaginal fluids and herpetic sores also can lead to transmission of the virus.",Eng_Uga
ID_TR_Eng_Uga_F31D40E2,I was last tested for HIV four years ago; should I be worried that I might have contracted it since then?,"If you haven't been tested for HIV in four years and have engaged in sexual activities or behaviors that could potentially expose you to the virus during that time, it's a good idea to get tested again. HIV testing is recommended regularly, especially if you have a higher risk of exposure. It's important to remember that early detection of HIV is crucial for managing the virus effectively. HIV can be a manageable condition with timely diagnosis and access to treatment.",Eng_Uga
ID_TR_Eng_Uga_D5B07C12,"Is it safe to have sex when you have Genital Herpes?, please answer in detail.","If you have herpes, you should talk to your sex partner(s) about their risk. Using condoms may help lower this risk but it will not get rid of the risk completely. Having sores or other symptoms of herpes can increase your risk of spreading the disease. Even if you do not have any symptoms, you can still infect your sex partners.",Eng_Uga
ID_TR_Eng_Uga_95D12C70,Tell me the signs of STIs.,"Most people can have an STI without having symptoms of disease. However, some of the signs and symptoms include; abnormal dicharge from the private parts, itching of the private parts, pain during sexual intercourse, painful urination, stomach pain, nausea, vomitting, wounds in the private parts and lower abdominal pain. ",Eng_Uga
ID_TR_Eng_Uga_62BBF84C,What causes vaginal scent to change throughout the menstrual cycle?,"It's essential to understand that the vagina has a natural scent, and it's entirely normal for it to have a mild, musky odor. This scent can vary from person to person and can also change throughout the menstrual cycle due to hormonal fluctuations. Additionally, factors such as diet, hygiene practices, and sexual activity can influence vaginal odor. A slight, mild odor that is not accompanied by other symptoms, such as itching, burning, unusual discharge, or discomfort, is usually considered normal and nothing to be concerned about. However, if you notice a significant change in the odor of your vagina, or if the odor is accompanied by other symptoms like those mentioned above, it may indicate an underlying issue, such as an infection. Common vaginal infections that can cause changes in odor include bacterial vaginosis, yeast infections, and sexually transmitted infections (STIs). If you suspect you have an infection or are experiencing persistent changes in vaginal odor, it's advisable to consult a healthcare provider for an evaluation and appropriate treatment.",Eng_Uga
ID_TR_Eng_Uga_27DC3B65,How can young pregnant women protect themselves from HIV infection?,"Pregnant women, like anyone else, can take steps to safely avoid HIV infection. Here are some essential measures for preventing HIV transmission during pregnancy: Know your partner's HIV Status, use condoms, practice monogamy, get tested, Antiretroviral Therapy (ART), Pre-Exposure Prophylaxis (PrEP), avoid sharing needles, medical care and prenatal support, avoid breastfeeding, and lastly, education and counseling. Remember that preventing HIV infection during pregnancy is not only essential for your health but also for the well-being of your baby. It's crucial to have open and honest communication with your healthcare provider about your HIV status and any concerns you may have to ensure you receive the appropriate care and support during pregnancy.",Eng_Uga
ID_TR_Eng_Uga_89B702ED,Is it possible for two HIV-positive parents to give birth to a negative child?,"Yes, it is possible for two HIV-positive parents to give birth to an HIV-negative child, but it requires careful medical management and precautions to prevent transmission of the virus from the parents to the child. It's important to emphasize that while the risk of transmission can be significantly reduced with proper medical care and adherence to guidelines, no method guarantees absolute protection. ",Eng_Uga
ID_TR_Eng_Uga_9197107C,"How does someone get contracted with HSV?, please answer this using simple medical terms.","HSV-1 is mainly transmitted via contact with the virus in sores, saliva or surfaces in or around the mouth. Less commonly, HSV-1 can be transmitted to the genital area through oral-genital contact to cause Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes. It can be transmitted from oral or skin surfaces that appear normal; however, the greatest risk of transmission is when there are active sores. People who already have HSV-1 are not at risk of reinfection, but they are still at risk of acquiring HSV-2. HSV-2 is mainly transmitted during sex through contact with genital or anal surfaces, skin, sores or fluids of someone infected with the virus. HSV-2 can be transmitted even if the skin looks normal and is often transmitted in the absence of symptoms. In rare circumstances, herpes (HSV-1 and HSV-2) can be transmitted from mother to child during vaginal delivery, causing neonatal herpes.",Eng_Uga
ID_TR_Eng_Uga_35EDFF38,Is it true that the person who brought HIV to light died prior to developing drugs for it?,"Yes, it is true that the person credited with discovering HIV, Dr. Luc Montagnier, did not develop drugs to treat the disease. Dr. Montagnier and his team at the Pasteur Institute in France were among the first to isolate and identify the human immunodeficiency virus (HIV) in the early 1980s. Their work was instrumental in understanding the virus and its role in causing acquired immunodeficiency syndrome (AIDS). However, the development of antiretroviral drugs to treat HIV/AIDS was a separate endeavor, and it involved the contributions of many scientists, researchers, and pharmaceutical companies over the years. The first effective antiretroviral drug, AZT (zidovudine), was approved for use in 1987, several years after the discovery of HIV. Subsequent research led to the development of more advanced and effective HIV treatments, including combination therapy, which has greatly improved the prognosis and quality of life for people living with HIV/AIDS.",Eng_Uga
ID_TR_Eng_Uga_FE66C4FA,"Why is there no vaccine for Syphilis?, please answer in detail.","The development of a syphilis vaccine could be a valuable tool. However, as of 2025, after several decades of research, an effective vaccine for syphilis remains elusive. Syphilis vaccine development is an understudied field that has progressed slowly due to the limited understanding of the organism that causes Syphilis (Treponema pallidum). ",Eng_Uga
ID_TR_Eng_Uga_B3C28EC5,"Forms of Human Immunodeficiency Virus?, please answer in detail.","There are two different types of HIV. These are called HIV-1 and HIV-2 which are distinct at a genetic level.Overall, HIV-1 is the predominant type of HIV throughout the world. It’s estimated that 95 percent of people who are living with HIV have HIV-1. HIV-2 is mainly found in western Africa. It doesn’t transmit from one person to another as well as HIV-1, and it may also progress more slowly.",Eng_Uga
ID_TR_Eng_Uga_6F110436,How can someone get support for substance use issues?,"Dealing with substance use and abuse can be very challenging but here are some steps that you can take to help you out: recognize the problem, seek professional help, have a support system, go to therapy , develop healthy habits and involve friends and family. Involving friends and family could be challenging because of the fear of judgement but it is important because by so doing you will not be alone through this process.",Eng_Uga
ID_TR_Eng_Uga_58CFD966,"What are the common signs of Trich?, please answer in detail.","Men with Trichomoniasis or trich always stay asymptomatic (with no symptoms or signs), the disease causes range of symptoms in women. These symptoms include; foul smelling vaginal discharge, vaginal itching, pain while urinating, passing burning urine, offensive vaginal smell, and having pain during sex. In severe forms of the cases, women can also have lower abdominal.If men get any symptoms (rarely), they include urethral itching, passing of burning urine and painful urination. ",Eng_Uga
ID_TR_Eng_Uga_A560C775,How do you manage challenges with a partner?,Building and maintaining healthy relationships is an important aspect of having a fulfilling life. Always note that every relationship is unique and there is no one size fit approach. What works for one couple will not necessarily work for every other couple.,Eng_Uga
ID_TR_Eng_Uga_CF97B016,What's the best way to prevent STIs?,Using condoms and getting vaccinated against HPV are great ways to help prevent STIs.,Eng_Uga
ID_TR_Eng_Uga_AE98B722,Are there particular medications or therapies my child needs for HIV treatment?,"The exact drugs will vary according to guidelines in your country. Some types of HIV treatment for babies and young children are available as liquids or syrups. However, not all drugs are available in this form, and some may not be available where you live.  Your healthcare professional will explain how much of the drug (the dose) you need to give your child. This will change as your child grows and gets heavier. ",Eng_Uga
ID_TR_Eng_Uga_CBD8715E,is depression a symptom of HIV/AIDS?,"HIV positive people can become depressed. Symptoms of depression include: feeling down most of the time, no enjoyment, difficulty in sleeping, difficulty in getting up, and lack of energy. This could be due to the anxiety and worry that is associated with the diagnosis of HIV, the social stigma and discrimination that comes with HIV. Do not ignore depression-it can be treated. Get help from friends and family or talk to a counsellor. However, it is not necessariry true that all people with depression have HIV infection.",Eng_Uga
ID_TR_Eng_Uga_49E785C7,What programs at the societal level support HIV prevention?,"Societal prevention interventions show remarkable efficacy in preventing new HIV infections. Such approaches can be highly cost-effective because they can inexpensively reach large numbers of at-risk individuals. Some examples of social prevention interventions are; social marketing of condoms, and needle exchange programs.",Eng_Uga
ID_TR_Eng_Uga_351B3E63,"What cures chlamydia?, please answer this using simple medical terms.","Chlamydia also known as Chlamydial Genitourinary infection is treatable and curable within a few days or weeks. Uncomplicated chlamydia is treated with antibiotic tablets including azithromycin or doxycycline. Repeated infections can occur if sexual partners are not treated, and if individuals have sex without condoms with someone who has the infection. Newborns with chlamydial eye infection (conjunctivitis) are treated with azithromycin. People should wait 7 days after taking the medicine before having sex or, if not possible, use condoms correctly. They should notify their sexual partner(s) to get tested and treated, if necessary. ",Eng_Uga
ID_TR_Eng_Uga_57992F42,Where can I get vaccinated for Syphilis?,"As of 2025, there is not yet an available vaccine for Syphilis.  ",Eng_Uga
ID_TR_Eng_Uga_B31C8349,Can one breastfeed if they have HIV?,"Breastfeeding when you are HIV-positive is a complex issue that depends on several factors, including your HIV treatment, viral load, and the availability of safe alternatives for infant feeding. Ultimately, the decision to breastfeed when you are HIV-positive should be made in consultation with healthcare providers who can provide guidance tailored to your individual circumstances and the available resources in your region. The goal is to reduce the risk of HIV transmission to the infant while ensuring the infant's overall health and well-being through safe and appropriate feeding practices.",Eng_Uga
ID_TR_Eng_Uga_F7EEFD84,Where did Syphilis originally come from?,"The circumstances behind the appearance and rapid spread of Syphilis through Renaissance Europe (between 14th and 16th centuries) has been a subject of much debate. The commonest and long-standing theory is that syphilis was carried by sailors returning from the first transatlantic expedition led by Christopher Columbus. The disease coming back from the New World to the Old, with present-day Haiti viewed as the most likely source. Others have argued that syphilis had an origin in Europe long before Columbus’s trip, with cases prior to the late 1400s often wrongly identified as leprosy – a then widespread disease that causes change in appearance. The disease, whose origin is still widely argued over amongst researchers, arrived in Africa no later than the 16th century. It was first confirmed in Africa by 1520.",Eng_Uga
ID_TR_Eng_Uga_80F6C26C,"How common is Syphils?, please answer in detail.","Many people with syphilis are asymptomatic, there fore they are not noticed. The commonly affected groups of people by syphilis are gay men, thos who practice anal sex and commercial sex workers. WHO reported that if not appropriately treated, syphilis in pregnancy results in 50% to 80% cases of adverse birth outcomes.",Eng_Uga
ID_TR_Eng_Uga_8D366459,Do you know what Neisseria Gonorrhoeae Infection is?,"Gonorrhea is a common, preventable and curable bacterial sexually transmitted infection that affects mainly the cervix in women and the urethra in men. Other parts affected include rectum, the female reproductive tract, the mouth, throat or the eyes in children during delivery.Gonorrhea is also called ""The Clap"" or ""The Drip.""",Eng_Uga
ID_TR_Eng_Uga_D4718D86,"Group Gonorrhea?, please answer in detail.","Gonorrhea is classified according to site or according to its responsiveness to treatment. According to site, there is urogenital, extragenital and disseminated gonorrhea. Urogenital Gonorrhea primarily affects the genital and urinary tract. Extragenital Gonorrhea occurs outside the genital area. It can infect the throat (from oral sex) or the rectum (from anal sex) or can manifest as an eye infection (gonoccocal conjuctivitis) in new born babies. Disseminated Gonococcal Infection is a more severe form where the infection spreads throughout the body. According to responsiveness to treatment, there is regular or multidrug resistant/super gonorrhea. Regular gonorrhea responds to commonly used antimicrobial drugs. However, multidrug resistant (super) gonorrhea is resistant to so many treatment options, including penicillins, sulphonamides, tetracyclines, quinolones and macrolides (including azithromycin), as well as so-called last line options like cephalosporins. ",Eng_Uga
ID_TR_Eng_Uga_BE3DE265,How do I get immunized against Syphilis?,"As of 2025, there is not yet an available vaccine for Syphilis.  ",Eng_Uga
ID_TR_Eng_Uga_CB56EB48,Can the use of ARVs lead to changes in body weight over time?,"Yes, some HIV medications, particularly certain antiretroviral drugs, can cause weight gain as a side effect. However, it's important to note that not all HIV medications have this effect, and the extent of weight gain can vary from person to person. Additionally, weight gain may be influenced by various factors, including the specific medications used, individual genetics, lifestyle, and diet.",Eng_Uga
ID_TR_Eng_Uga_44D9EA2D,Can one die from HIV?,"Yes, HIV/AIDS (Human Immunodeficiency Virus/Acquired Immunodeficiency Syndrome) can lead to serious illness and, if left untreated, can be life-threatening. However, with proper medical care and treatment, the progression of HIV to AIDS can be significantly slowed or even halted, and individuals living with HIV can lead long and relatively healthy lives",Eng_Uga
ID_TR_Eng_Uga_173BE226,What advice helps students avoid sexual activity at a young age?,"Avoiding sexual activities during your time as a student is a personal choice, and it's important to prioritize your own values, beliefs, and comfort level when making decisions about your sexual activity. Here are some strategies to help you avoid sexual activities if that aligns with your current goals and values: Set clear boundaries, communicate your boundaries, resist peer pressure, and choose supportive friends. Engage in non-sexual activities, stay informed, peer support, seek guidance, self-confidence, plan ahead, remember your goals, healthy relationships, consent, and respect. Remember that the decision to engage in sexual activity is a personal one, and there is no one-size-fits-all approach. It's essential to make choices that align with your own values, beliefs, and comfort level. If, at any point, you choose to engage in sexual activity, prioritize safe practices, consent, and open communication with your partner(s). If you choose to abstain from sexual activity, continue to prioritize your well-being and values as you navigate relationships and social situations.",Eng_Uga
ID_TR_Eng_Uga_8365D2CF,Intervention for Neisseria Gonorrhoeae Infection?,Gonorrhoa is caused by a bacteria called Neisseria Gonorrhea. Bacterial infections are treated by use of antibiotics. Your primary physician would recommend the most appropriate anitbiotic for you after a thorough examination and assessment.,Eng_Uga
ID_TR_Eng_Uga_C5FE21D6,What are the typical signs of STIs?,"Most people can have an STI without having symptoms of disease. However, some of the signs and symptoms include; abnormal dicharge from the private parts, itching of the private parts, pain during sexual intercourse, painful urination, stomach pain, nausea, vomitting, wounds in the private parts and lower abdominal pain. ",Eng_Uga
ID_TR_Eng_Uga_35F1E04B,What is the role of hormones in regulating the reproductive system?,"Females: Estrogen: Produced primarily in the ovaries, estrogen is responsible for the development of female secondary sexual characteristics, regulation of the menstrual cycle, and preparation of the uterus for pregnancy. Progesterone: Produced after ovulation, progesterone prepares the uterus for pregnancy and helps maintain the uterine lining. Males: Testosterone: Produced in the testes, testosterone is the primary male sex hormone responsible for the development of male secondary sexual characteristics, sperm production, and libido. These hormones work together to regulate the menstrual cycle in females and the production of sperm in males. They also play key roles in sexual development, fertility, and reproductive health.",Eng_Uga
ID_TR_Eng_Uga_421A4D96,I have a cold sore on my mouth; can I still get Genital Herpes?,"Yes, Cold sores are usually caused by HSV-1. People who have HSV-1 are susceptible to becoming infected with HSV-2, the common cause of Genital Herpes. The HSV-1 virus can also cause Genital Herpes. Yes, oral herpes caused by HSV-1 can be spread from the mouth to the genitals through oral sex. This is why some cases of Genital Herpes are due to HSV-1.",Eng_Uga
ID_TR_Eng_Uga_37DF8DFB,"Can I get Syphilis if I share clothes with someone who is infected? , please answer this using simple medical terms.","You can get syphilis by having direct contact with a syphilis sore. The contact can occur during any intimate contact such during sex, and kisiing. This means if you kiss your partner’s sore, you’re putting yourself at risk of infection. You can even get syphilis through broken skin. This is why getting treatment is important if you think you have syphilis or were exposed to it. Syphilis can also pass from mother to her baby during pregnancy through the placenta, this is called vertical transmission.",Eng_Uga
ID_TR_Eng_Uga_77BA69F1,"Gensis for Syphilis?, please answer this using simple medical terms.","The circumstances behind the appearance and rapid spread of Syphilis through Renaissance Europe has been a subject of much debate. The most popular and long-standing theory is that syphilis was carried by sailors returning from the first transatlantic expedition led by Christopher Columbus. The disease coming back from the New World to the Old, with present-day Haiti viewed as the most likely source. Others have argued that syphilis had a foothold in Europe long before Columbus’s trip, with cases prior to the late 1400s often wrongly identified as leprosy – a then widespread, disfiguring disease. The disease, whose origin is still widely contested amongst researchers, arrived in Africa no later than the 16th century. It was first confirmed in Africa by 1520.",Eng_Uga
ID_TR_Eng_Uga_42C6CC42,Why is regular HIV testing important?,"It is possible to acquire HIV (Human Immunodeficiency Virus) with a single exposure to the virus, but the risk of transmission depends on several factors, including the type of exposure, the viral load of the infected person, and the presence of other factors that may increase or decrease the risk. It's important to note that while the risk of HIV transmission exists, many exposures do not lead to infection. The likelihood of transmission varies widely depending on the specific circumstances. Nevertheless, even a single high-risk exposure should be taken seriously, and individuals who believe they may have been exposed to HIV should seek immediate medical attention and discuss the need for PEP with a healthcare provider. The most effective way to protect against HIV is through preventive measures, including consistent and correct condom use, practicing safer sex, and, for individuals at high risk, using PEP. Regular HIV testing and knowing your partner's HIV status are also important steps in reducing the risk of transmission. If you have concerns about HIV transmission or need guidance on HIV prevention, consult with a healthcare provider or an HIV specialist for personalized advice.",Eng_Uga
ID_TR_Eng_Uga_080CFAAA,Is it true that HIV/AIDS was intentionally introduced to the world?,"HIV/AIDS is not something that was introduced to the world with a specific aim or intention. HIV (Human Immunodeficiency Virus) is believed to have originated from a transfer of the virus from non-human primates to humans, likely in Central Africa. The virus is thought to have been present in humans for many decades before it was first identified and recognized as a distinct disease in the early 1980s. The primary aim related to HIV/AIDS has been the global effort to understand, control, and ultimately end the epidemic. It's important to emphasize that HIV/AIDS is a global public health challenge, and addressing it requires a coordinated, multifaceted approach involving governments, healthcare organizations, researchers, community organizations, and individuals worldwide.",Eng_Uga
ID_TR_Eng_Uga_EC02E881,"Which medicines can treat an Trich?, please answer in detail.","The treatment of trichomoniasis or trich primarily involves the use of antibiotics to eliminate the Trichomonas vaginalis parasite. The standard treatments are:1.	Metronidazole (Flagyl):o	Dosage: A single dose of 2 grams orally, or a longer regimen of 500 mg twice daily for 7 days.o	Effectiveness: This is the most commonly prescribed treatment and is effective in more than 90% of cases.2.	Tinidazole (Tindamax):o	Dosage: A single dose of 2 grams orally.o	Effectiveness: Tinidazole is similar to metronidazole in terms of effectiveness and side effects.  NOTE: Avoid alcohol while on this treatment and both partners have to be treated.",Eng_Uga
ID_TR_Eng_Uga_1D842E8F,Is there any herbal treatment for Gonorrhea?,"You can’t treat Gonorrhea with over-the-counter or home remedies. If you think you could have Gonorrhea or a sexual partner receives a positive test result, you’ll need to get a diagnosis and treatment from a healthcare professional.",Eng_Uga
ID_TR_Eng_Uga_845C10EA,"Is a UTI an STI?, please answer in detail.","A Urinary Tract Infection (UTI) and a Sexually Transmitted Infection (STI) are not the same.  A STI is an infection that is spread from one person to another through sexual intercourse. A UTI is infection of the bladder the kidney or the tubes connected to them. Bacteria that live in the genital and anal areas may move to the urinary tract and cause a UTI. Sexual intercourse can increase risk of getting a UTI if sexual activity introduces germs into your urinary tract but UTIs cannot be spread from one person to another. UTIs and STIs can also have similar symptoms such as fever, lower abdominal pain and pain on urination. Your healthworker will be able to do some tests to diffferentiate the two. A simple way to reduce your chances of getting a UTI is to urinate right after intercourse. ",Eng_Uga
ID_TR_Eng_Uga_A8887521,Are all the stages of Syphilis curable?,"Penicillin Antibiotics, when administered appropriately and at the correct dose, are very effective in treating syphilis.  There is no other treatment, whether herbal or conventional medicines, that has been proven to be effective in treating syphilis. The treatment for syphilis is the same for all people, irrespective of sex, age, or stage of the disease. What varies is the dose depending on the age and weight of the person. Your doctor determines the appropriate dose for you.",Eng_Uga
ID_TR_Eng_Uga_A190AA44,Can I share my questions about sexual health with friends safely?,"Yes, talking to friends can help, but make sure they are informed too!",Eng_Uga
ID_TR_Eng_Uga_2FB9950B,Are there options for accessing HIV pills without payment?,"The availability of free HIV medication, often referred to as antiretroviral therapy (ART), can vary depending on several factors, including the country or region in which you reside and the healthcare system in place. It's important to note that the availability of free HIV medication and the specific criteria for eligibility can vary widely from one location to another. Therefore, individuals living with HIV should inquire about available programs and support services in their area. Healthcare providers, HIV clinics, or local HIV organizations can often provide information and assistance in accessing free or subsidized HIV medication. For accurate and up-to-date information on the availability of free HIV medication in your region, I recommend contacting local healthcare authorities or HIV/AIDS service organizations that can provide guidance and assistance tailored to your specific circumstances.",Eng_Uga
ID_TR_Eng_Uga_79A759DE,"If I share clothing with someone who has Genital Herpes, can I get it? , please answer in detail.","Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes is a highly contagious disease. It is transmitted from an infected person to the other through direct contact. Herpes simplex-1 (HSV-1) is predominantly oral, therefore it can be transmitted by kissing an infected person, getting in contact with saliva of an infected person and  surfaces which are contaminated with the virus. Herpes simplex-2 (HSV-2) is predominantly ano-genital. Transmission of HSV-2 is by contact through unprotected sexual intercourse. All types of sex including oral sex, anal sex, and vaginal sex can result in the spread of HSV-2. Getting in direct contact with vaginal fluids and herpetic sores also can lead to transmission of the virus.",Eng_Uga
ID_TR_Eng_Uga_23CAEF2F,"How is Gonorrhea tested?, please answer in detail.","1.        Culture performed on an intraurethral swab specimen is preferred in settings where collecting such specimens is acceptable and transport and storage conditions are suitable for culture. Collection of exudate for N. gonorrhoeae culture at the urethral meatus without insertion of the swab into the urethra is sufficient when exudate is present. Culture performed on an intraurethral swab specimen is preferred because it facilitates additional testing, which is critical for monitoring for antimicrobial resistance. When culture sensitivity might be compromised because of problems in maintaining appropriate transport and storage conditions, a NAAT or nucleic acid hybridization test can be performed on an intraurethral swab specimen.2.        A NAAT or nucleic acid hybridization test performed on an intraurethral swab specimen or a NAAT performed on urine are acceptable tests for screening. Intraurethral swab specimens are often unacceptable to males who do not have symptoms of urethritis (89--91). In such cases, NAATs performed on urine to detect N. gonorrhoeae have adequate sensitivity for use in screening. Only a limited number of published studies have addressed whether NAATs perform better with urethral swab specimens than with urine in males with asymptomatic infection. One study of asymptomatic males reported that a NAAT was substantially less sensitive with urine than with urethral swabs; furthermore, NAATs were less sensitive with either specimen among males with asymptomatic infection than with symptomatic infection (54,56).",Eng_Uga
ID_TR_Eng_Uga_779D7DB4,What is the most effective way of preventing myself from getting an Chlamydia?,"The only way to completely avoid Chlamydia also known as Chlamydial Genitourinary infection is to abstain from vaginal, anal, or oral sex. If you are sexually active, the following things can lower your chances of getting chlamydia: Being in a long-term relationship with only one partner who has been tested and does not have chlamydia, Using condoms the right way every time you have sex. If you are pregnant, talk to your healthcare provider about getting the correct examination, testing, and treatment. Treating chlamydia as soon as possible will make health problems for your baby less likely.",Eng_Uga
